Image Filename,Species Name,NBN Atlas Page,Taxon Id,Common Name ,Scientific Name,Wikipedia Page ,First recorded in UK,description,Establishment Means,Number of Occurrences,
common shrew.png,common shrew,https://species.nbnatlas.org/species/NBNSYS0000005081,NBNSYS0000005081,common shrew,Sorex araneus,https://en.wikipedia.org/wiki/common_shrew,N/A,Common Shrew - A tiny insectivorous mammal with a pointed snout and velvety brown fur.,Native,20090,
harbour seal.png,harbour seal,https://species.nbnatlas.org/species/NBNSYS0000005135,NBNSYS0000005135,harbour seal,Phoca vitulina,https://en.wikipedia.org/wiki/harbour_seal,N/A,"Harbour Seal - A smaller, round-headed seal found around the UK coastline.",Native,19770,
mouse-eared bats.png,mouse-eared bats,mouse-eared bats,Not Found,mouse-eared bats,Myotis,https://en.wikipedia.org/wiki/mouse-eared_bats,,"Mouse-eared Bats - A group of bats characterized by their large, mouse-like ears.",,,
American mink.png,American mink,https://species.nbnatlas.org/species/NHMSYS0020774297,NHMSYS0020774297,American mink,Neogale vison,https://en.wikipedia.org/wiki/American_mink,"Schreber, 1777","American Mink - A non-native carnivorous mammal with dark fur, often found near water.",Non-native,18589,
fallow deer.png,fallow deer,https://species.nbnatlas.org/species/NBNSYS0000005145,NBNSYS0000005145,fallow deer,Dama dama,https://en.wikipedia.org/wiki/fallow_deer,"Linnaeus, 1758","Fallow Deer - A medium-sized deer with a spotted coat and large, palmate antlers in males.",Non-native,17933,
weasel.png,weasel,https://species.nbnatlas.org/species/NBNSYS0000005128,NBNSYS0000005128,weasel,Mustela nivalis,https://en.wikipedia.org/wiki/weasel,N/A,"Weasel - A small, slender carnivore known for hunting rodents.",Native,17933,
greater horseshoe bat.png,greater horseshoe bat,https://species.nbnatlas.org/species/NHMSYS0000080176,NHMSYS0000080176,greater horseshoe bat,Rhinolophus ferrumequinum,https://en.wikipedia.org/wiki/greater_horseshoe_bat,"Schreber, 1774",Greater Horseshoe Bat - A large bat species with a distinctive nose shape and strong echolocation skills.,Native,16696,
mammals.png,mammals,https://species.nbnatlas.org/species/NHMSYS0000376154,NHMSYS0000376154,mammals,Mammalia,https://en.wikipedia.org/wiki/mammals,N/A,Mammals - A diverse group of warm-blooded animals characterized by fur and milk production.,Native,3220534,
bottlenose dolphin.png,bottlenose dolphin,https://species.nbnatlas.org/species/NBNSYS0000005179,NBNSYS0000005179,bottlenose dolphin,Tursiops truncatus,https://en.wikipedia.org/wiki/bottlenose_dolphin,"Montagu, 1821",Bottlenose Dolphin - A highly intelligent marine mammal with a curved dorsal fin and a playful nature.,Native,14046,
mountain hare.png,mountain hare,https://species.nbnatlas.org/species/NBNSYS0000005106,NBNSYS0000005106,mountain hare,Lepus timidus,https://en.wikipedia.org/wiki/mountain_hare,N/A,Mountain Hare - A species of hare that turns white in winter for camouflage in snowy landscapes.,Native,12294,
pine marten.png,pine marten,https://species.nbnatlas.org/species/NHMSYS0000080190,NHMSYS0000080190,pine marten,Martes martes,https://en.wikipedia.org/wiki/pine_marten,"Linnaeus, 1758",Pine Marten - A tree-dwelling carnivore with a bushy tail and creamy throat patch.,Native,11398,
European polecat.png,European polecat,https://species.nbnatlas.org/species/NHMSYS0000455513,NHMSYS0000455513,European polecat,Mustela putorius,https://en.wikipedia.org/wiki/European_polecat,N/A,European Polecat - A wild relative of the ferret with dark fur and a pale face mask.,Non-native,940,
serotine bat.png,serotine bat,https://species.nbnatlas.org/species/NHMSYS0000528008,NHMSYS0000528008,serotine bat,Eptesicus serotinus,https://en.wikipedia.org/wiki/serotine_bat,"Schreber, 1774",Serotine Bat - A large bat that hunts beetles and other large insects at dusk.,Native,8022,
Leislers bat.png,Leislers bat,https://species.nbnatlas.org/species/NHMSYS0000080185,NHMSYS0000080185,Leislers bat,Nyctalus leisleri,https://en.wikipedia.org/wiki/Leislers_bat,"Kuhl, 1817","Leisler’s Bat - A medium-sized bat with fast flight, often roosting in trees.",Native,7272,
yellow-necked mouse.png,yellow-necked mouse,https://species.nbnatlas.org/species/NHMSYS0000080209,NHMSYS0000080209,yellow-necked mouse,Apodemus flavicollis,https://en.wikipedia.org/wiki/yellow-necked_mouse,"Melchior, 1834","Yellow-necked Mouse - A larger relative of the wood mouse, with a yellowish band across its chest.",Native,6619,
voles.png,voles,voles,Not Found,voles,Arvicolinae,https://en.wikipedia.org/wiki/voles,,"Voles - Small, stocky rodents with short tails, found in grasslands and wetlands.",,,
harvest mouse.png,harvest mouse,https://species.nbnatlas.org/species/NHMSYS0000080211,NHMSYS0000080211,harvest mouse,Micromys minutus,https://en.wikipedia.org/wiki/harvest_mouse,"Pallas, 1771","Harvest Mouse - A tiny mouse with a prehensile tail, known for building nests in tall grasses.",Native,6435,
long-eared bats.png,long-eared bats,long-eared bats,Not Found,long-eared bats,Plecotus,https://en.wikipedia.org/wiki/long-eared_bats,,"Long-eared Bats - A group of bats with exceptionally large ears, used for sensitive hearing.",,,
Eurasian water shrew.png,Eurasian water shrew,https://species.nbnatlas.org/species/NHMSYS0000080174,NHMSYS0000080174,Eurasian water shrew,Neomys fodiens,https://en.wikipedia.org/wiki/Eurasian_water_shrew,"Pennant, 1771",Eurasian Water Shrew - A semi-aquatic shrew with water-repellent fur and venomous saliva.,Native,5402,
Chinese water deer.png,Chinese water deer,https://species.nbnatlas.org/species/NBNSYS0000005148,NBNSYS0000005148,Chinese water deer,Hydropotes inermis,https://en.wikipedia.org/wiki/Chinese_water_deer,N/A,Chinese Water Deer - A small deer with large tusks instead of antlers.,Non-native,4844,
house mouse.png,house mouse,https://species.nbnatlas.org/species/NHMSYS0000545966,NHMSYS0000545966,house mouse,Mus musculus,https://en.wikipedia.org/wiki/house_mouse,"Sch&ouml;nherr, 1811","House Mouse - A common rodent with grey-brown fur, often found in human dwellings.",Native,306,
whiskered Brandts bat.png,whiskered Brandts bat,https://species.nbnatlas.org/species/NBNSYS0000000260,NBNSYS0000000260,whiskered Brandts bat,Myotis mystacinus / Myotis brandtii,https://en.wikipedia.org/wiki/whiskered_Brandts_bat,"Linnaeus, 1758",Whiskered Brandt’s Bat - A small bat with a distinctive fur pattern and a preference for woodland habitats.,Non-native,226020,
whiskered bat.png,whiskered bat,https://species.nbnatlas.org/species/NHMSYS0000080183,NHMSYS0000080183,whiskered bat,Myotis mystacinus,https://en.wikipedia.org/wiki/whiskered_bat,"Kuhl, 1817","Whiskered Bat - A bat species with soft fur and a fluttery flight, often found in old buildings.",Native,4190,
minke whale.png,minke whale,https://species.nbnatlas.org/species/NHMSYS0000080192,NHMSYS0000080192,minke whale,Balaenoptera acutorostrata,https://en.wikipedia.org/wiki/minke_whale,N/A,"Minke Whale - A small baleen whale that frequents UK waters, recognized by its sleek body and dorsal fin.",Native,3999,
common dolphin.png,common dolphin,https://species.nbnatlas.org/species/NBNSYS0000005181,NBNSYS0000005181,common dolphin,Delphinus delphis,https://en.wikipedia.org/wiki/common_dolphin,N/A,Common Dolphin - A fast-swimming dolphin with a distinctive hourglass pattern on its sides.,Native,3687,
barbastelle bat.png,barbastelle bat,https://species.nbnatlas.org/species/NBNSYS0000130775,NBNSYS0000130775,barbastelle bat,Barbastella barbastellus,https://en.wikipedia.org/wiki/barbastelle_bat,"Schreber, 1774",Barbastelle Bat - A rare bat with dark fur and a distinctive upturned nose.,Native,3441,
shrews.png,shrews,https://species.nbnatlas.org/species/NBNSYS0000132032,NBNSYS0000132032,shrews,Soricidae,https://en.wikipedia.org/wiki/shrews,"Hermann, 1780","Shrews - Small, insect-eating mammals with pointed snouts and fast metabolisms.",Native,1340,
sika deer.png,sika deer,https://species.nbnatlas.org/species/NBNSYS0000005144,NBNSYS0000005144,sika deer,Cervus nippon,https://en.wikipedia.org/wiki/sika_deer,N/A,Sika Deer - A small deer species with a spotted coat and a distinctive call.,Non-native,3157,
deer family.png,deer family,https://species.nbnatlas.org/species/NHMSYS0020470365,NHMSYS0020470365,deer family,Cervidae,https://en.wikipedia.org/wiki/deer_family,N/A,Deer Family - A group of hoofed mammals characterized by antlers in males.,Native,1,
coypu.png,coypu,https://species.nbnatlas.org/species/NHMSYS0000080217,NHMSYS0000080217,coypu,Myocastor coypus,https://en.wikipedia.org/wiki/coypu,"Molina, 1782","Coypu - A large, semi-aquatic rodent with orange teeth, originally introduced from South America.",Non-native,2530,
Nathusius pipistrelle.png,Nathusius pipistrelle,https://species.nbnatlas.org/species/NHMSYS0000080187,NHMSYS0000080187,Nathusius pipistrelle,Pipistrellus nathusii,https://en.wikipedia.org/wiki/Nathusius_pipistrelle,"Keyserling &amp; Blasius, 1839",Nathusius’ Pipistrelle - A migratory bat species found in the UK.,Native,2425,
domestic goat.png,domestic goat,https://species.nbnatlas.org/species/NHMSYS0020975126,NHMSYS0020975126,domestic goat,Capra aegagrus hircus,https://en.wikipedia.org/wiki/domestic_goat,N/A,Domestic Goat - A widely kept farm animal known for its climbing ability and curiosity.,Native,0,
vesper bats.png,vesper bats,https://species.nbnatlas.org/species/NBNSYS0000138842,NBNSYS0000138842,vesper bats,Vespertilionidae,https://en.wikipedia.org/wiki/vesper_bats,N/A,Vesper Bats - A family of bats known for their evening activity and varied diets.,Native,25,
oceanic dolphins.png,oceanic dolphins,https://species.nbnatlas.org/species/NBNSYS0000188762,NBNSYS0000188762,oceanic dolphins,Delphinidae,https://en.wikipedia.org/wiki/oceanic_dolphins,N/A,"Oceanic Dolphins - A diverse group of highly intelligent, social marine mammals.",Native,3,
Rissos dolphin.png,Rissos dolphin,https://species.nbnatlas.org/species/NBNSYS0000188762,NBNSYS0000188762,Rissos dolphin,Grampus griseus,https://en.wikipedia.org/wiki/Rissos_dolphin,N/A,Risso’s Dolphin - A large dolphin with a blunt head and distinctive scars on its body.,Native,3,
wild boar.png,wild boar,https://species.nbnatlas.org/species/NBNSYS0000005142,NBNSYS0000005142,wild boar,Sus scrofa,https://en.wikipedia.org/wiki/wild_boar,N/A,"Wild Boar - A large, tusked mammal that roots in the ground for food.",Native,1603,
domestic cat.png,domestic cat,https://species.nbnatlas.org/species/NHMSYS0000080189,NHMSYS0000080189,domestic cat,Felis catus,https://en.wikipedia.org/wiki/domestic_cat,N/A,"Domestic Cat - A widely domesticated carnivore, valued for companionship and hunting.",Non-native,1563,
noctule_serotine bat group.png,noctule_serotine bat group,https://species.nbnatlas.org/species/NBNSYS0000028258,NBNSYS0000028258,noctule_serotine bat group,Nyctalus / Eptesicus,https://en.wikipedia.org/wiki/noctule_serotine_bat_group,"Winnertz, 1853","Noctule-Serotine Bat Group - A classification of large, fast-flying bats.",Native,2,
mice and rats.png,mice and rats,mice and rats,Not Found,mice and rats,Muridae,https://en.wikipedia.org/wiki/mice_and_rats,,"Mice and Rats - A group of small, adaptable rodents found worldwide.",,,
Brandts bat.png,Brandts bat,https://species.nbnatlas.org/species/NBNSYS0000000260,NBNSYS0000000260,Brandts bat,Myotis brandtii,https://en.wikipedia.org/wiki/Brandts_bat,"Linnaeus, 1758",Brandt’s Bat - A small bat species with dark fur and a preference for roosting in trees and old buildings.,Non-native,226020,
wild horse.png,wild horse,https://species.nbnatlas.org/species/NHMSYS0020975147,NHMSYS0020975147,wild horse,Equus ferus,https://en.wikipedia.org/wiki/wild_horse,N/A,"Wild Horse - A free-roaming equine species, ancestors of domesticated horses, known for their endurance and resilience.",Native,0,
squirrels.png,squirrels,squirrels,Not Found,squirrels,Sciuridae,https://en.wikipedia.org/wiki/squirrels,,"Squirrels - Agile, tree-dwelling rodents with bushy tails, found in woodlands and urban parks.",,,
noctule bats.png,noctule bats,https://species.nbnatlas.org/species/NHMSYS0000545959,NHMSYS0000545959,noctule bats,Nyctalus,https://en.wikipedia.org/wiki/noctule_bats,"Curtis, 1832","Noctule Bats - One of the largest UK bat species, flying at high altitudes to hunt insects.",Native,4,
shrews.png,shrews,https://species.nbnatlas.org/species/NBNSYS0000132032,NBNSYS0000132032,shrews,Soricidae,https://en.wikipedia.org/wiki/shrews,"Hermann, 1780","Shrews - Tiny, insect-eating mammals with high metabolisms and a need to eat frequently.",Native,1340,
lesser white-toothed shrew.png,lesser white-toothed shrew,https://species.nbnatlas.org/species/NHMSYS0000080173,NHMSYS0000080173,lesser white-toothed shrew,Crocidura suaveolens,https://en.wikipedia.org/wiki/lesser_white-toothed_shrew,"Pallas, 1811","Lesser White-toothed Shrew - A small, fast-moving shrew species with white-tipped teeth.",Non-native,905,
white-beaked dolphin.png,white-beaked dolphin,https://species.nbnatlas.org/species/NHMSYS0000080196,NHMSYS0000080196,white-beaked dolphin,Lagenorhynchus albirostris,https://en.wikipedia.org/wiki/white-beaked_dolphin,"Gray, 1846","White-beaked Dolphin - A robust, social dolphin species with a distinctive pale beak, found in North Atlantic waters.",Native,834,
domestic ferret.png,domestic ferret,https://species.nbnatlas.org/species/NBNSYS0000011855,NBNSYS0000011855,domestic ferret,Mustela putorius furo,https://en.wikipedia.org/wiki/domestic_ferret,"Meigen, 1830","Domestic Ferret - A domesticated member of the weasel family, known for its playful and curious nature.",Native,23,
mice genus.png,mice genus,mice genus,Not Found,mice genus,Mus,https://en.wikipedia.org/wiki/mice_genus,,Mice Genus - A diverse group of small rodents adapted to various habitats worldwide.,,,
Bechsteins bat.png,Bechsteins bat,https://species.nbnatlas.org/species/NHMSYS0000528024,NHMSYS0000528024,Bechsteins bat,Myotis bechsteinii,https://en.wikipedia.org/wiki/Bechsteins_bat,"Kuhl, 1817","Bechstein’s Bat - A rare woodland bat with large ears, often found roosting in tree hollows.",Native,710,
wildcat_domestic cat hybrid.png,wildcat_domestic cat hybrid,https://species.nbnatlas.org/species/NHMSYS0001754774,NHMSYS0001754774,wildcat_domestic cat hybrid,Felis silvestris × Felis catus,https://en.wikipedia.org/wiki/wildcat_domestic_cat_hybrid,N/A,"Wildcat-Domestic Cat Hybrid - A cross between the European wildcat and a domestic cat, often found in the wild.",Non-native,138,
ferret_polecat hybrid.png,ferret_polecat hybrid,https://species.nbnatlas.org/species/NHMSYS0001754774,NHMSYS0001754774,ferret_polecat hybrid,Mustela putorius × Mustela putorius furo,https://en.wikipedia.org/wiki/ferret_polecat_hybrid,N/A,"Ferret-Polecat Hybrid - A hybrid between domesticated ferrets and wild polecats, displaying characteristics of both.",Non-native,138,
black rat.png,black rat,https://species.nbnatlas.org/species/NHMSYS0000080213,NHMSYS0000080213,black rat,Rattus rattus,https://en.wikipedia.org/wiki/black_rat,"Linnaeus, 1758","Black Rat - An adaptable rodent with a long tail and sharp climbing abilities, historically associated with the spread of plague.",Non-native,565,
Irish hare.png,Irish hare,https://species.nbnatlas.org/species/NBNSYS0000042516,NBNSYS0000042516,Irish hare,Lepus timidus hibernicus,https://en.wikipedia.org/wiki/Irish_hare,N/A,"Irish Hare - A native hare species of Ireland, larger and stockier than the brown hare.",Native,530,
humpback whale.png,humpback whale,https://species.nbnatlas.org/species/NBNSYS0000005159,NBNSYS0000005159,humpback whale,Megaptera novaeangliae,https://en.wikipedia.org/wiki/humpback_whale,"Borowski, 1781","Humpback Whale - A large, migratory baleen whale known for its acrobatic breaches and haunting songs.",Native,463,
red-necked wallaby.png,red-necked wallaby,https://species.nbnatlas.org/species/NHMSYS0000080171,NHMSYS0000080171,red-necked wallaby,Notamacropus rufogriseus,https://en.wikipedia.org/wiki/red-necked_wallaby,"Desmarest, 1817","Red-necked Wallaby - A medium-sized marsupial native to Australia, introduced to parts of the UK.",Non-native,440,
greater white-toothed shrew.png,greater white-toothed shrew,https://species.nbnatlas.org/species/NHMSYS0000080172,NHMSYS0000080172,greater white-toothed shrew,Crocidura russula,https://en.wikipedia.org/wiki/greater_white-toothed_shrew,"Hermann, 1780","Greater White-toothed Shrew - A small shrew species with a long snout and white-tipped teeth, recently recorded in the UK.",Native,430,
common vole.png,common vole,https://species.nbnatlas.org/species/NHMSYS0000080208,NHMSYS0000080208,common vole,Microtus arvalis,https://en.wikipedia.org/wiki/common_vole,"Pallas, 1778","Common Vole - A small, stocky rodent with a blunt snout, common in grasslands and meadows.",Native,498,
Eastern grey squirrel.png,Eastern grey squirrel,https://species.nbnatlas.org/species/NHMSYS0000332764,NHMSYS0000332764, squirrels,Sciurus carolinensis,https://en.wikipedia.org/wiki/Eastern_grey_squirrel,N/A,"Eastern Grey Squirrel - An invasive squirrel species in the UK, larger and more dominant than the native red squirrel.",Non-native,338910,
European hedgehog.png,European hedgehog,https://species.nbnatlas.org/species/NBNSYS0000005078,NBNSYS0000005078,European hedgehog,Erinaceus europaeus,https://en.wikipedia.org/wiki/European_hedgehog,N/A,"European Hedgehog - A nocturnal, spiny mammal that feeds on insects, commonly found in gardens.",Native,305585,
soprano pipistrelle bat.png,soprano pipistrelle bat,https://species.nbnatlas.org/species/NHMSYS0020309086,NHMSYS0020309086,soprano pipistrelle bat,Pipistrellus pygmaeus,https://en.wikipedia.org/wiki/soprano_pipistrelle_bat,N/A,Soprano Pipistrelle Bat - A small bat species that echolocates at a higher frequency than the common pipistrelle.,Native,30,
common pipistrelle bat.png,common pipistrelle bat,https://species.nbnatlas.org/species/NHMSYS0000544594,NHMSYS0000544594,common pipistrelle bat,Pipistrellus pipistrellus,https://en.wikipedia.org/wiki/common_pipistrelle_bat,"Linnaeus, 1758","Common Pipistrelle Bat - The UK's most widespread bat species, known for its fluttery flight and insectivorous diet.",Native,10568,
